Time (s),Channel 2 (V),Channel 1 (V)
0.00256256,3.29580354,0.127352879
0.00256288,3.297622689,0.128302001
0.0025632,3.299600025,0.128381094
0.00256352,3.302131016,0.128381094
0.00256384,3.303950165,0.128460188
0.00256416,3.305690221,0.128381094
0.00256448,3.308537586,0.127906534
0.0025648,3.311226763,0.128143814
0.00256512,3.31367866,0.128539281
0.00256544,3.315972371,0.128697468
0.00256576,3.318424268,0.129409309
0.00256608,3.320955258,0.128855655
0.0025664,3.323011688,0.128460188
0.00256672,3.325226305,0.128302001
0.00256704,3.327203641,0.128222907
0.00256736,3.329022791,0.128618375
0.00256768,3.331158314,0.128460188
0.002568,3.331870155,0.129330216
0.00256832,2.181534944,0.129962963
0.00256864,0.020859937,0.129804776
0.00256896,0.03375217,0.129962963
0.00256928,0.045141627,0.129962963
0.0025696,0.057163833,0.129962963
0.00256992,0.068711477,0.129251122
0.00257024,0.078439972,0.129488403
0.00257056,0.087773,0.12964659
0.00257088,0.096868747,0.130516618
0.0025712,0.10541084,0.130042057
0.00257152,0.113794747,1.796382969
0.00257184,0.121624999,3.221093376
0.00257216,0.12874341,3.226392638
0.00257248,0.135070886,3.226392638
0.0025728,0.141081989,3.22757904
0.00257312,0.146302157,3.237386628
0.00257344,0.151205951,3.251939824
0.00257376,0.155793371,3.267995795
0.00257408,0.159827137,3.283102645
0.0025744,0.16354453,3.297893121
0.00257472,0.165759147,3.311813569
0.00257504,0.168606511,3.322570279
0.00257536,0.170346567,3.33150784
0.00257568,0.172402997,3.338230783
0.002576,0.173668492,3.343213671
0.00257632,0.173905772,3.347484718
0.00257664,0.173668492,3.350569362
0.00257696,0.172956651,3.352151232
0.00257728,0.17224481,3.352388512
0.0025776,0.170742034,3.352704886
0.00257792,0.169001978,3.352625792
0.00257824,0.167024642,3.35325854
0.00257856,0.164019091,3.354128568
0.00257888,0.160776259,3.354286755
0.0025792,0.15713796,3.35555225
0.00257952,0.1530251,3.355947717
0.00257984,0.149386801,3.356817745
0.00258016,0.144799381,3.35760868
0.00258048,0.140449241,3.358083241
0.0025808,0.134991793,3.35784596
0.00258112,0.130799839,3.357292306
0.00258144,0.125500578,3.358083241
0.00258176,0.12051769,3.358795082
0.00258208,0.115218429,3.359348736
0.0025824,0.109365513,3.359348736
0.00258272,0.103038037,3.359744203
0.00258304,0.097580588,3.360297857
0.00258336,0.091569486,3.360139671
0.00258368,0.08571657,3.361088792
0.002584,0.080733682,3.361009699
0.00258432,0.07472258,3.360851512
0.00258464,0.069186038,3.361484259
0.00258496,0.063412216,3.361405166
0.00258528,0.057875674,3.362512474
0.0025856,0.052655506,3.36195882
0.00258592,0.047198057,3.36195882
0.00258624,0.041503329,3.361800633
0.00258656,0.036599534,3.36195882
0.00258688,0.032565768,3.361879727
0.0025872,0.027741067,3.362670661
0.00258752,0.02299546,3.362354287
0.00258784,0.019040787,3.362828848
0.00258816,0.015718862,3.362354287
0.00258848,0.012476031,3.361563353
0.0025888,0.009628666,0.357119366
0.00258912,0.007176769,0.050711321
0.00258944,0.005041246,0.058541573
0.00258976,0.002984816,0.073411143
0.00259008,0.00124476,0.094608189
0.0025904,-0.000337109,0.110585067
0.00259072,-0.001760791,0.121104496
0.00259104,-0.002630819,0.128143814
0.00259136,-0.002709913,0.132573047
0.00259168,-0.002630819,0.134154916
0.002592,-0.001998072,0.132810328
0.00259232,-0.001365324,0.130753898
0.00259264,0.000532919,0.128381094
0.00259296,0.001798414,0.125850104
0.00259328,0.003854844,0.123081833
0.0025936,0.005753087,0.120471749
0.00259392,0.008363171,0.118731693
0.00259424,0.010735975,0.117149824
0.00259456,0.013108778,0.115884328
0.00259488,0.015797956,0.115567955
0.0025952,0.019198974,0.115726141
0.00259552,0.022125432,0.116042515
0.00259584,0.02528917,0.116596169
0.00259616,0.028848376,0.117387104
0.00259648,2.828440313,0.118257132
0.0025968,3.308142119,0.118810786
0.00259712,3.29857181,0.119601721
0.00259744,3.289080596,0.120313562
0.00259776,3.280538503,0.120788123
0.00259808,3.271680036,0.121658151
0.0025984,3.264007971,0.121737244
0.00259872,3.257205933,0.121341777
0.00259904,3.250641177,0.121341777
0.00259936,3.244471887,0.122132711
0.00259968,3.239330813,0.121895431
0.0026,3.234506112,0.122290898
0.00260032,3.231579654,0.123160926
0.00260064,3.230946906,0.123398207
0.00260096,3.231579654,0.12324002
0.00260128,3.234031551,0.124030954
0.0026016,3.237511663,0.124821889
0.00260192,3.241940897,0.124742795
0.00260224,3.247081971,0.124584608
0.00260256,3.253093074,0.124189141
0.00260288,3.257522307,0.124347328
0.0026032,3.263454316,0.124980076
0.00260352,3.268516298,0.12553373
0.00260384,3.272708251,0.12553373
0.00260416,3.276979297,0.125929197
0.00260448,3.28117125,0.125454636
0.0026048,3.283860428,0.126008291
0.00260512,3.286865979,0.126087384
0.00260544,3.289001502,0.126403758
0.00260576,3.291532493,0.126166477
0.00260608,3.293272549,0.126403758
0.0026064,3.29580354,0.126482851
0.00260672,3.297385409,0.126245571
0.00260704,3.298729997,0.126720132
0.00260736,3.30062824,0.127748347
0.00260768,3.302368296,0.12806472
0.002608,3.303871072,0.128143814
0.00260832,3.305215661,0.127431973
0.00260864,3.307746651,0.127194692
0.00260896,3.310277642,0.127431973
0.00260928,3.312571352,0.127748347
0.0026096,3.314627782,0.12782744
0.00260992,3.317079679,0.128460188
0.00261024,3.320243417,0.128539281
0.00261056,3.322537127,0.128539281
0.00261088,3.324039903,0.129804776
0.0026112,3.32625452,0.129804776
0.00261152,3.329022791,0.129725683
0.00261184,3.33084194,0.130042057
0.00261216,3.333847491,0.129725683
0.00261248,3.335903921,0.12988387
0.0026128,3.338355818,0.13012115
0.00261312,3.339937688,0.130595711
0.00261344,3.340491342,0.130674804
0.00261376,3.341124089,0.12964659
0.00261408,3.342864145,0.13012115
0.0026144,3.344604201,0.129804776
0.00261472,3.34594879,0.130516618
0.00261504,3.346660631,0.130595711
0.00261536,3.347056098,0.130516618
0.00261568,3.34776794,0.130832991
0.002616,3.349112528,0.130516618
0.00261632,2.177580271,2.292931681
0.00261664,0.030351151,3.219986068
0.00261696,0.042531543,3.226471731
0.00261728,0.053367347,3.225364423
0.0026176,0.063728589,3.227420853
0.00261792,0.072982524,3.23857303
0.00261824,0.08136643,3.253521693
0.00261856,0.09006671,3.269182197
0.00261888,0.097343308,3.284684514
0.0026192,0.105252653,3.298763149
0.00261952,0.112845625,3.312209037
0.00261984,0.119410382,3.323123934
0.00262016,0.125500578,3.332852429
0.00262048,0.131590774,3.339338092
0.0026208,0.136810942,3.344400073
0.00262112,0.141398362,3.347721998
0.00262144,0.145194848,3.349382961
0.00262176,0.149070428,3.351360297
0.00262208,0.15278782,3.352309418
0.0026224,0.154923343,3.352942166
0.00262272,0.157454334,3.35325854
0.00262304,0.159273483,3.353337633
0.00262336,0.160459885,3.35302126
0.00262368,0.162041754,3.353574914
0.002624,0.162279035,3.354049474
0.00262432,0.162674502,3.354603129
0.00262464,0.162753595,3.35531497
0.00262496,0.1614881,3.356264091
0.00262528,0.160459885,3.356343185
0.0026256,0.158798922,3.357134119
0.00262592,0.15713796,3.35760868
0.00262624,0.154527876,3.357766867
0.00262656,0.151285044,3.358557801
0.00262688,0.1482004,3.359032362
0.0026272,0.144720287,3.359111456
0.00262752,0.141398362,3.359269643
0.00262784,0.136810942,3.360218764
0.00262816,0.133014456,3.360060577
0.00262848,0.128268849,3.360218764
0.0026288,0.12439327,3.360614231
0.00262912,0.119410382,3.360614231
0.00262944,0.11411112,3.360851512
0.00262976,0.109365513,3.361405166
0.00263008,0.104303532,3.362354287
0.0026304,0.099083364,3.3621961
0.00263072,0.094100476,3.361246979
0.00263104,0.088880308,3.361009699
0.00263136,0.084055607,3.361326072
0.00263168,0.078123598,3.362117007
0.002632,0.073140711,3.362037913
0.00263232,0.067525075,3.361167885
0.00263264,0.062304907,3.361088792
0.00263296,0.057163833,3.361326072
0.00263328,0.052022758,3.361088792
0.0026336,0.047909898,3.361088792
0.00263392,0.043006104,3.360218764
0.00263424,0.038181403,3.359823297
0.00263456,0.034384918,0.738508007
0.00263488,0.029718404,0.04770577
0.0026352,0.026001011,0.057038798
0.00263552,0.022520899,0.070326498
0.00263584,0.019198974,0.092156292
0.00263616,0.016035236,0.1101896
0.00263648,0.013108778,0.120709029
0.0026368,0.010894161,0.128302001
0.00263712,0.008995918,0.132652141
0.00263744,0.007255862,0.135024944
0.00263776,0.005515806,0.13423401
0.00263808,0.004408498,0.131861206
0.0026384,0.003933937,0.129488403
0.00263872,0.00377575,0.126878319
0.00263904,0.00353847,0.123556393
0.00263936,0.003854844,0.120867216
0.00263968,0.004329405,0.119522627
0.00264,0.005120339,0.117545291
0.00264032,0.00583218,0.116358889
0.00264064,0.007018582,0.116279796
0.00264096,0.009154105,0.116200702
0.00264128,0.010735975,0.117228917
0.0026416,0.012871498,0.117624384
0.00264192,0.013978806,0.118257132
0.00264224,0.376780485,0.118652599
0.00264256,3.273894652,0.119048067
0.00264288,3.273499185,0.119443534
0.0026432,3.262505195,0.119918095
0.00264352,3.253567635,0.120946309
0.00264384,3.245974663,0.12118359
0.00264416,3.239251719,0.121341777
0.00264448,3.23331971,0.121579057
0.0026448,3.22873229,0.122528179
0.00264512,3.225014897,0.122369992
0.00264544,3.223353935,0.122686365
0.00264576,3.221772066,0.123160926
0.00264608,3.220981131,0.123793674
0.0026464,3.221060224,0.12371458
0.00264672,3.222167533,0.12324002
0.00264704,3.224144869,0.123793674
0.00264736,3.226280392,0.124189141
0.00264768,3.228653196,0.125217356
0.002648,3.231105093,0.12577101
0.00264832,3.234110645,0.125138263
0.00264864,3.236404355,0.125375543
0.00264896,3.239805373,0.12577101
0.00264928,3.242810925,0.12577101
0.0026496,3.245579196,0.125691917
0.00264992,3.248110186,0.126008291
0.00265024,3.251906672,0.126878319
0.00265056,3.254200382,0.127431973
0.00265088,3.256731373,0.127431973
0.0026512,3.258945989,0.127431973
0.00265152,3.261081513,0.127748347
0.00265184,3.264324344,0.126878319
0.00265216,3.267171709,0.127669253
0.00265248,3.269149045,0.127906534
0.0026528,3.271680036,0.127985627
0.00265312,3.274211026,0.127906534
0.00265344,3.277137484,0.128222907
0.00265376,3.279668475,0.128460188
0.00265408,3.283069493,0.128776562
0.0026544,3.286549605,0.128934748
0.00265472,3.28987153,0.129092935
0.00265504,3.292560708,0.129092935
0.00265536,3.296199007,0.128855655
0.00265568,3.299679119,0.129330216
0.002656,3.301656455,0.129488403
0.00265632,3.304582913,0.12988387
0.00265664,3.306955717,0.129567496
0.00265696,3.309407614,0.130042057
0.00265728,3.312334072,0.129725683
0.0026576,3.314865062,0.129804776
0.00265792,3.317712427,0.129962963
0.00265824,3.320638884,0.12988387
0.00265856,3.322932595,0.12964659
0.00265888,3.324039903,0.130595711
0.0026592,3.326570894,0.130437524
0.00265952,3.327757295,0.130200244
0.00265984,3.330367379,0.130200244
0.00266016,3.331791062,0.13012115
0.00266048,3.333610211,0.130674804
0.0026608,3.33519208,0.130516618
0.00266112,3.336378482,2.766147823
0.00266144,3.336853043,3.220539722
0.00266176,3.336615762,3.225997171
0.00266208,3.336773949,3.225206236
0.0026624,3.33701123,3.228607255
0.00266272,3.336299389,3.241024927
0.00266304,3.336141202,3.25597359
0.00266336,1.741063492,3.270447692
0.00266368,0.040316927,3.285554542
0.002664,0.05139001,3.29923771
0.00266432,0.061039412,3.31205085
0.00266464,0.069818785,3.322649373
0.00266496,0.078044505,3.331191466
0.00266528,0.086586598,3.33838897
0.0026656,0.093705009,3.343846419
0.00266592,0.100665233,3.34708925
0.00266624,0.107625457,3.34914568
0.00266656,0.113794747,3.349620241
0.00266688,0.119805849,3.350332082
0.0026672,0.12439327,3.350727549
0.00266752,0.129850718,3.351360297
0.00266784,0.133884484,3.351755764
0.00266816,0.13744369,3.351913951
0.00266848,0.141319269,3.351834858
0.0026688,0.144166633,3.352863073
0.00266912,0.147251278,3.353179446
0.00266944,0.149465895,3.35349582
0.00266976,0.151205951,3.354207661
0.00267008,0.152234166,3.355077689
0.0026704,0.153104194,3.356580465
0.00267072,0.154053315,3.357450493
0.00267104,0.154211502,3.357529587
0.00267136,0.154132409,3.357450493
0.00267168,0.153420568,3.357766867
0.002672,0.152313259,3.358083241
0.00267232,0.150889577,3.359190549
0.00267264,0.148833147,3.360376951
0.00267296,0.145985783,3.359744203
0.00267328,0.143217512,3.359111456
0.0026736,0.140528334,3.359427829
0.00267392,0.137839157,3.359269643
0.00267424,0.134517232,3.359823297
0.00267456,0.130325279,3.35990239
0.00267488,0.126766073,3.360772418
0.0026752,0.122653214,3.35990239
0.00267552,0.118144887,3.359269643
0.00267584,0.114032027,3.35966511
0.00267616,0.110393728,3.35966511
0.00267648,0.10541084,3.360060577
0.0026768,0.100111579,3.360218764
0.00267712,0.095049598,3.360297857
0.00267744,0.090778551,3.35990239
0.00267776,0.085321103,3.359981484
0.00267808,0.08112915,3.359586016
0.0026784,0.075908982,3.359032362
0.00267872,0.071084281,3.358795082
0.00267904,0.065705926,3.359190549
0.00267936,0.060802132,3.359190549
0.00267968,0.056056524,3.359269643
0.00268,0.051864571,3.359586016
0.00268032,0.047435338,1.128992395
0.00268064,0.043717945,0.043830191
0.00268096,0.039763273,0.05640605
0.00268128,0.035729506,0.067874601
0.0026816,0.031774834,0.089862582
0.00268192,0.027899254,0.108054076
0.00268224,0.024498236,0.120313562
0.00268256,0.021650871,0.128381094
0.00268288,0.019198974,0.132968515
0.0026832,0.01658889,0.134866758
0.00268352,0.013820619,0.13423401
0.00268384,0.011685096,0.13217758
0.00268416,0.010340507,0.129251122
0.00268448,0.009865946,0.126957412
0.0026848,0.008442264,0.124030954
0.00268512,0.007493143,0.121499964
0.00268544,0.007255862,0.118652599
0.00268576,0.007414049,0.117308011
0.00268608,0.00765133,0.115884328
0.0026864,0.007967704,0.115172487
0.00268672,0.008363171,0.115093394
0.00268704,0.009470479,0.115884328
0.00268736,0.010815068,0.116517076
0.00268768,0.012317844,0.117387104
0.002688,0.01453246,0.118336225
0.00268832,1.209713661,0.118336225
0.00268864,3.305452941,0.119048067
0.00268896,3.294063484,0.119601721
0.00268928,3.283702241,0.119997188
0.0026896,3.274922867,0.121104496
0.00268992,3.267013522,0.121499964
0.00269024,3.259499644,0.122290898
0.00269056,3.253251261,0.122528179
0.00269088,3.24660741,0.122528179
0.0026912,3.241387242,0.123160926
0.00269152,3.237274383,0.12324002
0.00269184,3.235059766,0.1234773
0.00269216,3.233794271,0.123398207
0.00269248,3.232924243,0.123872767
0.0026928,3.23331971,0.12371458
0.00269312,3.233636084,0.123556393
0.00269344,3.234110645,0.123951861
0.00269376,3.235771607,0.124268235
0.00269408,3.237353476,0.125138263
0.0026944,3.239330813,0.125217356
0.00269472,3.240991775,0.125296449
0.00269504,3.242415457,0.126087384
0.00269536,3.244392794,0.12577101
0.00269568,3.246449224,0.126482851
0.002696,3.247319252,0.126482851
0.00269632,3.249612962,0.126720132
0.00269664,3.252143952,0.126561945
0.00269696,3.254279476,0.126720132
0.00269728,3.254991317,0.127669253
0.0026976,3.255703158,0.127985627
0.00269792,3.259104176,0.127669253
0.00269824,3.26147698,0.127985627
0.00269856,3.263454316,0.127669253
0.00269888,3.265510746,0.127669253
0.0026992,3.268199924,0.127985627
0.00269952,3.271047288,0.128302001
0.00269984,3.273894652,0.128381094
0.00270016,3.276979297,0.128460188
0.00270048,3.280854877,0.127906534
0.0027008,3.28322768,0.128302001
0.00270112,3.285995951,0.128618375
0.00270144,3.28987153,0.129092935
0.00270176,3.293193456,0.129172029
0.00270208,3.296357194,0.129725683
0.0027024,3.299441838,0.129488403
0.00270272,3.302921951,0.129330216
0.00270304,3.305136567,0.129567496
0.00270336,3.308300305,0.129567496
0.00270368,3.311543137,0.129567496
0.002704,3.314232315,0.129409309
0.00270432,3.316684212,0.129725683
0.00270464,3.318582455,0.12988387
0.00270496,3.320876165,0.130516618
0.00270528,3.323565342,0.130595711
0.0027056,3.324989024,0.210875568
0.00270592,3.327203641,3.164620649
0.00270624,3.329260071,3.222200685
0.00270656,3.330288286,3.226550825
0.00270688,3.331158314,3.223940741
0.0027072,3.331791062,3.227658133
0.00270752,3.332344716,3.239680338
0.00270784,3.332977463,3.255182656
0.00270816,3.334005678,3.269656758
0.00270848,3.33313565,3.284684514
0.0027088,3.33266109,3.298684056
0.00270912,3.332423809,3.311892663
0.00270944,3.332186529,3.322412092
0.00270976,3.331711968,3.331033279
0.00271008,3.330051006,3.338309877
0.0027104,1.308343199,3.342580923
0.00271072,0.042294263,3.345270101
0.00271104,0.05320916,3.347326531
0.00271136,0.061988533,3.34914568
0.00271168,0.070135159,3.349778428
0.002712,0.078202692,3.349303867
0.00271232,0.085558383,3.350173895
0.00271264,0.09212314,3.350648456
0.00271296,0.098055149,3.351597577
0.00271328,0.103433504,3.351755764
0.0027136,0.10976098,3.35120211
0.00271392,0.115297522,3.351993045
0.00271424,0.12028041,3.353100353
0.00271456,0.124946924,3.353416727
0.00271488,0.12874341,3.354603129
0.0027152,0.132302615,3.354919502
0.00271552,0.135703634,3.355156783
0.00271584,0.138076437,3.355631344
0.00271616,0.140765615,3.356105904
0.00271648,0.142901138,3.356105904
0.0027168,0.144008446,3.356343185
0.00271712,0.144957568,3.356422278
0.00271744,0.146223063,3.356975932
0.00271776,0.146934904,3.357134119
0.00271808,0.146697624,3.357055026
0.0027184,0.146697624,3.357529587
0.00271872,0.145906689,3.35784596
0.00271904,0.144403914,3.357687773
0.00271936,0.142980231,3.35760868
0.00271968,0.141398362,3.357292306
0.00272,0.139658306,3.3573714
0.00272032,0.136257288,3.357529587
0.00272064,0.133647204,3.3573714
0.00272096,0.130325279,3.357055026
0.00272128,0.127319727,3.357292306
0.0027216,0.123997802,3.357766867
0.00272192,0.120122223,3.35760868
0.00272224,0.116563017,3.357134119
0.00272256,0.112529251,3.357292306
0.00272288,0.107546364,3.3573714
0.0027232,0.102958943,3.35760868
0.00272352,0.09876699,3.357213213
0.00272384,0.093784102,3.356817745
0.00272416,0.089908523,3.357213213
0.00272448,0.085637477,3.356817745
0.0027248,0.080891869,3.357213213
0.00272512,0.076304449,3.357925054
0.00272544,0.071321561,3.35784596
0.00272576,0.067050515,1.587101687
0.00272608,0.062384001,0.040033705
0.0027264,0.057954767,0.055694209
0.00272672,0.053683721,0.065976358
0.00272704,0.0490963,0.087173404
0.00272736,0.04474616,0.107421329
0.00272768,0.041107861,0.119522627
0.002728,0.037785936,0.127985627
0.00272832,0.034226731,0.132493954
0.00272864,0.030825712,0.135104038
0.00272896,0.027503787,0.135262225
0.00272928,0.02505189,0.133363982
0.0027296,0.022283619,0.13012115
0.00272992,0.019831722,0.126878319
0.00273024,0.017933479,0.123793674
0.00273056,0.016509797,0.12142087
0.00273088,0.014374273,0.119285347
0.0027312,0.012950591,0.117703478
0.00273152,0.011843283,0.11683345
0.00273184,0.011210535,0.116121609
0.00273216,0.010656881,0.116358889
0.00273248,0.010261414,0.116517076
0.0027328,0.010261414,0.11683345
0.00273312,0.010973255,0.11683345
0.00273344,0.011210535,0.117940758
0.00273376,0.012792404,0.11888988
0.00273408,0.013583339,0.119759908
0.0027344,2.052058958,0.120392655
0.00273472,3.303554698,0.120867216
0.00273504,3.292244334,0.121737244
0.00273536,3.281803998,0.121104496
0.00273568,3.272945531,0.121974524
0.002736,3.26353341,0.122686365
0.00273632,3.255228597,0.12324002
0.00273664,3.248347466,0.122765459
0.00273696,3.242731831,0.122923646
0.00273728,3.236799822,0.122923646
0.0027376,3.232528775,0.123398207
0.00273792,3.22920685,0.124030954
0.00273824,3.225964019,0.123556393
0.00273856,3.222721187,0.123872767
0.00273888,3.220981131,0.123793674
0.0027392,3.219241075,0.124584608
0.00273952,3.21797558,0.124900982
0.00273984,3.217026458,0.124821889
0.00274016,3.217184645,0.125375543
0.00274048,3.216551898,0.125375543
0.0027408,3.216393711,0.126008291
0.00274112,3.217105552,0.126245571
0.00274144,3.218054673,0.125691917
0.00274176,3.219320168,0.125850104
0.00274208,3.221060224,0.126641038
0.0027424,3.222167533,0.126641038
0.00274272,3.223986682,0.126403758
0.00274304,3.227071327,0.126878319
0.00274336,3.230551439,0.127115599
0.00274368,3.234585205,0.127194692
0.002744,3.238065317,0.127194692
0.00274432,3.241229056,0.12759016
0.00274464,3.243918233,0.128302001
0.00274496,3.246765597,0.127511066
0.00274528,3.250799364,0.12759016
0.0027456,3.255703158,0.128697468
0.00274592,3.260053298,0.128143814
0.00274624,3.263454316,0.128460188
0.00274656,3.267962643,0.129013842
0.00274688,3.272391877,0.12964659
0.0027472,3.276900204,0.129962963
0.00274752,3.281013063,0.129804776
0.00274784,3.285125923,0.130200244
0.00274816,3.288843315,0.130279337
0.00274848,3.292560708,0.130042057
0.0027488,3.297148128,0.130358431
0.00274912,3.300549147,0.130516618
0.00274944,3.304187446,0.13012115
0.00274976,3.307588464,0.130516618
0.00275008,3.310989483,0.130595711
0.0027504,3.312729539,0.626353488
0.00275072,3.31526053,3.221567937
0.00275104,3.318107894,3.223624367
0.00275136,3.321350726,3.226392638
0.00275168,3.323169875,3.223940741
0.002752,3.325542679,3.228765442
0.00275232,3.327124548,3.240945834
0.00275264,3.329892819,3.25597359
0.00275296,3.331395594,3.270922253
0.00275328,3.332423809,3.285396355
0.0027536,3.332423809,3.299633177
0.00275392,3.333926585,3.311339009
0.00275424,3.334559333,3.321542064
0.00275456,3.336694856,3.330084158
0.00275488,3.336378482,3.337044382
0.0027552,3.336062108,3.341552709
0.00275552,3.335745734,3.34432098
0.00275584,3.335271174,3.346298316
0.00275616,3.334875706,3.347959278
0.00275648,3.333610211,3.349066587
0.0027568,3.333293837,3.349541148
0.00275712,3.331949249,3.349541148
0.00275744,0.880447607,3.349857521
0.00275776,0.044825254,3.350411176
0.00275808,0.053762814,3.350806643
0.0027584,0.061988533,3.350806643
0.00275872,0.069818785,3.351043923
0.00275904,0.07701629,3.352467605
0.00275936,0.083343766,3.353179446
0.00275968,0.089354869,3.353970381
0.00276,0.094891411,3.354365848
0.00276032,0.100348859,3.354998596
0.00276064,0.105648121,3.355394063
0.00276096,0.110710102,3.355947717
0.00276128,0.114902055,3.356817745
0.0027616,0.119410382,3.3573714
0.00276192,0.123127774,3.358083241
0.00276224,0.126370606,3.357134119
0.00276256,0.129692531,3.357292306
0.00276288,0.131590774,3.357213213
0.0027632,0.133963578,3.35784596
0.00276352,0.135149979,3.358636895
0.00276384,0.136731849,3.358795082
0.00276416,0.137285503,3.358320521
0.00276448,0.137522783,3.35784596
0.0027648,0.137760063,3.358004147
0.00276512,0.13768097,3.35784596
0.00276544,0.137364596,3.358241428
0.00276576,0.137127316,3.35784596
0.00276608,0.136020007,3.358320521
0.0027664,0.133726297,3.358636895
0.00276672,0.131986241,3.358795082
0.00276704,0.129850718,3.358162334
0.00276736,0.127557008,3.357450493
0.00276768,0.125342391,3.35784596
0.002768,0.122257746,3.357687773
0.00276832,0.118935821,3.35760868
0.00276864,0.115613896,3.357687773
0.00276896,0.11181741,3.35760868
0.00276928,0.108574578,3.357213213
0.0027696,0.105015373,3.357766867
0.00276992,0.101297981,3.357213213
0.00277024,0.097264214,3.357529587
0.00277056,0.093625915,3.357292306
0.00277088,0.089513056,3.356580465
0.0027712,0.084451075,3.356422278
0.00277152,0.080338215,1.986602729
0.00277184,0.076304449,0.03465535
0.00277216,0.072270683,0.054745088
0.00277248,0.067920543,0.063128994
0.0027728,0.063570403,0.084167853
0.00277312,0.059536636,0.104336684
0.00277344,0.055344683,0.118257132
0.00277376,0.051706384,0.126641038
0.00277408,0.047909898,0.132335767
0.0027744,0.044429786,0.134787664
0.00277472,0.040949674,0.134787664
0.00277504,0.037627749,0.133126702
0.00277536,0.035096759,0.130516618
0.00277568,0.032170301,0.127431973
0.002776,0.029481123,0.124110048
0.00277632,0.026317385,0.120788123
0.00277664,0.023628208,0.118415319
0.00277696,0.021888152,0.11707073
0.00277728,0.020227189,0.116279796
0.0027776,0.019198974,0.115488861
0.00277792,0.017775292,0.115884328
0.00277824,0.01635161,0.115963422
0.00277856,0.015244301,0.116754356
0.00277888,0.014453367,0.117308011
0.0027792,0.014374273,0.117703478
0.00277952,0.014374273,0.118810786
0.00277984,0.014453367,0.119443534
0.00278016,0.015165208,0.120709029
0.00278048,2.892189638,0.12118359
0.0027808,3.299995493,0.120788123
0.00278112,3.288922409,0.121737244
0.00278144,3.278561166,0.121499964
0.00278176,3.269149045,0.122449085
0.00278208,3.261160606,0.123002739
0.0027824,3.254358569,0.123160926
0.00278272,3.247477438,0.123793674
0.00278304,3.242336364,0.123793674
0.00278336,3.236641635,0.124426421
0.00278368,3.232370589,0.124900982
0.002784,3.229444131,0.124900982
0.00278432,3.226517673,0.125454636
0.00278464,3.223749402,0.124268235
0.00278496,3.221218411,0.124742795
0.00278528,3.218845608,0.126245571
0.0027856,3.218054673,0.125612823
0.00278592,3.217896486,0.126245571
0.00278624,3.217817393,0.126641038
0.00278656,3.216393711,0.126245571
0.00278688,3.216551898,0.126087384
0.0027872,3.217421926,0.126957412
0.00278752,3.218291954,0.126720132
0.00278784,3.219320168,0.126878319
0.00278816,3.220585664,0.127115599
0.00278848,3.222879374,0.127748347
0.0027888,3.225014897,0.127906534
0.00278912,3.226754953,0.12806472
0.00278944,3.228495009,0.128934748
0.00278976,3.231342374,0.128539281
0.00279008,3.234743392,0.128697468
0.0027904,3.23743257,0.128539281
0.00279072,3.242336364,0.129330216
0.00279104,3.245500102,0.12964659
0.00279136,3.249454775,0.129488403
0.00279168,3.253725821,0.129251122
0.002792,3.257917775,0.13012115
0.00279232,3.262188821,0.129962963
0.00279264,3.266776242,0.12988387
0.00279296,3.271680036,0.130200244
0.00279328,3.275397428,0.130200244
0.0027936,3.279431194,0.130437524
0.00279392,3.28322768,0.130832991
0.00279424,3.287419633,0.130516618
0.00279456,3.291216119,0.131149365
0.00279488,3.295091698,0.130832991
0.0027952,3.298967278,1.084541873
0.00279552,3.30268467,3.224257115
0.00279584,3.306639343,3.225364423
0.00279616,3.30932852,3.226076264
0.00279648,3.312492259,3.224019834
0.0027968,3.315102343,3.229160909
0.00279712,3.317475146,3.241894955
0.00279744,3.320243417,3.256448151
0.00279776,3.32237894,3.271713188
0.00279808,3.324672651,3.285633636
0.0027984,3.326649987,3.299554084
0.00279872,3.32878551,3.31205085
0.00279904,3.330367379,3.321779345
0.00279936,3.331711968,3.330163251
0.00279968,3.332502903,3.336648914
0.0028,3.333531118,3.341157241
0.00280032,3.334084772,3.34479554
0.00280064,3.334717519,3.346693783
0.00280096,3.335429361,3.347168344
0.00280128,3.335429361,3.3489084
0.0028016,3.336062108,3.348987493
0.00280192,3.335983015,3.348275652
0.00280224,3.335745734,3.348987493
0.00280256,3.335350267,3.349620241
0.00280288,3.334005678,3.349382961
0.0028032,3.332819277,3.350094802
0.00280352,3.331158314,3.350490269
0.00280384,3.330367379,3.351993045
0.00280416,3.32831095,3.352072138
0.00280448,3.326966361,3.352783979
0.0028048,3.325621772,3.35325854
0.00280512,3.323644436,3.354049474
0.00280544,0.855137701,3.353812194
0.00280576,0.035887693,3.354761316
0.00280608,0.044350693,3.354998596
0.0028064,0.052734599,3.355947717
0.00280672,0.059932104,3.356896839
0.00280704,0.06649686,3.356738652
0.00280736,0.072191589,3.3573714
0.00280768,0.077411757,3.357292306
0.002808,0.082711019,3.357687773
0.00280832,0.088089374,3.357450493
0.00280864,0.093388635,3.357766867
0.00280896,0.097422401,3.357925054
0.00280928,0.101456168,3.357292306
0.0028096,0.106439055,3.357687773
0.00280992,0.109998261,3.357450493
0.00281024,0.113557466,3.35784596
0.00281056,0.116009363,3.357450493
0.00281088,0.11846126,3.357055026
